,Date,RealE_SUM
652,2022-06-28T09:30:00Z,201599742.71123463
653,2022-06-28T09:31:00Z,201606408.5772728
654,2022-06-28T09:32:00Z,201613014.7789906
655,2022-06-28T09:33:00Z,201619636.82251814
656,2022-06-28T09:34:00Z,201626310.90179697
657,2022-06-28T09:35:00Z,201632966.91194662
658,2022-06-28T09:36:00Z,201639639.34857723
659,2022-06-28T09:37:00Z,201646310.14255983
660,2022-06-28T09:38:00Z,201652969.43800557
661,2022-06-28T09:39:00Z,201659632.0187475
662,2022-06-28T09:40:00Z,201666309.38332254
663,2022-06-28T09:41:00Z,201672970.32141647
664,2022-06-28T09:42:00Z,201679631.2595104
665,2022-06-28T09:43:00Z,201686308.6240854
666,2022-06-28T09:44:00Z,201692971.20482737
667,2022-06-28T09:45:00Z,201699536.8693309
668,2022-06-28T09:46:00Z,201705231.93033493
669,2022-06-28T09:47:00Z,201711224.31064716
670,2022-06-28T09:48:00Z,201717443.3763989
671,2022-06-28T09:49:00Z,201723984.4011807
672,2022-06-28T09:50:00Z,201729625.25479716
673,2022-06-28T09:51:00Z,201735415.58939168
674,2022-06-28T09:52:00Z,201741420.3034854
675,2022-06-28T09:53:00Z,201747528.4765689
676,2022-06-28T09:54:00Z,201754095.78372064
677,2022-06-28T09:55:00Z,201760240.93030733
678,2022-06-28T09:56:00Z,201766179.10323188
679,2022-06-28T09:57:00Z,201772169.8408961
680,2022-06-28T09:58:00Z,201778474.32434982
681,2022-06-28T09:59:00Z,201784465.06201404
682,2022-06-28T10:00:00Z,201790930.52498254
683,2022-06-28T10:01:00Z,201797032.96271852
684,2022-06-28T10:02:00Z,201803018.77243832
685,2022-06-28T10:03:00Z,201808861.6717725
686,2022-06-28T10:04:00Z,201814313.62085596
687,2022-06-28T10:05:00Z,201821005.76926404
688,2022-06-28T10:06:00Z,201827679.84854287
689,2022-06-28T10:07:00Z,201834373.63959882
690,2022-06-28T10:08:00Z,201839713.8886108
691,2022-06-28T10:09:00Z,201843861.57509342
692,2022-06-28T10:10:00Z,201849129.5475884
693,2022-06-28T10:11:00Z,201855700.14003623
694,2022-06-28T10:12:00Z,201861767.38612422
695,2022-06-28T10:13:00Z,201867673.40212402
696,2022-06-28T10:14:00Z,201873682.20891753
697,2022-06-28T10:15:00Z,201879625.3097865
698,2022-06-28T10:16:00Z,201885611.1195063
699,2022-06-28T10:17:00Z,201891546.0071348
700,2022-06-28T10:18:00Z,201897536.74479902
701,2022-06-28T10:19:00Z,201903548.83688873
702,2022-06-28T10:20:00Z,201909493.5804057
703,2022-06-28T10:21:00Z,201915494.1739586
704,2022-06-28T10:22:00Z,201921486.554271
705,2022-06-28T10:23:00Z,201927472.3639908
706,2022-06-28T10:24:00Z,201933418.75015616
707,2022-06-28T10:25:00Z,201939424.27165326
708,2022-06-28T10:26:00Z,201945406.79607686
709,2022-06-28T10:27:00Z,201951637.36036557
710,2022-06-28T10:28:00Z,201957820.28785887
